"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","경도(X좌표)","위도(Y좌표)","유무료","문화포털상세URL"
"전시/미술","종로구","[세종문화회관] 아뜰리에 광화 : 메타네이처","2024-04-01~2024-07-31","세종문화회관 외벽 미디어갤러리","세종문화회관","전연령 관람 가능","","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=35162","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=afef0e2643ec42e2a44f5679970cca58&thumb=Y","2024-04-05","기관","2024-04-01 00:00:00.0","2024-07-31 00:00:00.0","기타","126.9760053","37.5726241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146028&menuNo=200009"
"교육/체험","마포구","[마포구립서강도서관] 4-6월/어린이강좌 - 우리 같이 동화읽자, 동화동무씨동무","2024-04-01~2024-06-30","마포구립서강도서관 3층 세미나실","마포구청","초등 3-4학년 10명/ 초등 5-6학년 10명","","","","","https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=8311","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b9532494762846f7b1c385e7ebc72e71&thumb=Y","2024-03-28","기관","2024-04-01 00:00:00.0","2024-06-30 00:00:00.0","어린이/청소년 문화행사","126.932061794829","37.5477347268018","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145845&menuNo=200011"
"전시/미술","종로구","[서울시] 2024 해치마당 미디어월 1회전시 [개화]","2024-04-01~2024-06-30","광화문광장 세종대왕동상 해치마당","서울시청","전체관람가","","","","","https://news.seoul.go.kr/culture/archives/523296","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8fd1a7e355a4372b49911c8f518ae9a&thumb=Y","2024-04-03","기관","2024-04-01 00:00:00.0","2024-06-30 00:00:00.0","기타","126.976168275947","37.5718478584908","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145951&menuNo=200009"
"교육/체험","중랑구","[중랑문화원] 2024년 2분기 문화학교 수강생 모집","2024-04-01~2024-06-29","중랑문화원","중랑문화원","관심있는 누구나","강좌별 상이","","","","https://www.ejnc.kr/bbs/board.php?bo_table=0601&wr_id=388","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=99b94b00825842f281940acbf03df51a&thumb=Y","2024-03-22","기관","2024-04-01 00:00:00.0","2024-06-29 00:00:00.0","기타","127.085105452975","37.5739539541608","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145774&menuNo=200011"
"교육/체험","관악구","[관악문화재단] 2024년 싱글벙글교육센터 2분기 평생학습 교육프로그램","2024-04-01~2024-06-29","싱글벙글교육센터","관악문화재단","프로그램별 상이","프로그램별 상이","","","","https://gfac.or.kr/site/main/archive/post/2024%EB%85%84-%EC%8B%B1%EA%B8%80%EB%B2%99%EA%B8%80%EA%B5%90%EC%9C%A1%EC%84%BC%ED%84%B0-2%EB%B6%84%EA%B8%B0-%ED%8F%89%EC%83%9D%ED%95%99%EC%8A%B5-%EA%B5%90%EC%9C%A1%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%88%98%EA%B0%95%EC%83%9D-%EB%AA%A8%EC%A7%91?cp=1&sortDirection=ASC&listType=list&catId=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0eb2493c17bc4401b1aa67702b565486&thumb=Y","2024-03-21","기관","2024-04-01 00:00:00.0","2024-06-29 00:00:00.0","기타","126.956288055678","37.4760962512417","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145755&menuNo=200011"
"교육/체험","구로구","[구로문화원] 2024년 2분기 문화예술강좌 모집안내(4~6월)","2024-04-01~2024-06-28","구로문화원","구로문화원","누구나","프로그램별 상이","","","","http://www.gurocc.or.kr/board/board.php?code=notice&mode=view&bbs_idx=10691&search_mode=&search_word=&pg=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2135a26cd4ea4d84805d0710b504dc30&thumb=Y","2024-03-22","기관","2024-04-01 00:00:00.0","2024-06-28 00:00:00.0","기타","126.846035797544","37.4953581177106","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145777&menuNo=200011"
"교육/체험","노원구","[노원문화원] 2024년 2분기(4~6월) 노원문화원 문화강좌","2024-04-01~2024-06-28","노원문화원","노원문화원","상세내용 참고","상세페이지 참고","","","","https://www.nwcc.or.kr/main/main.php?categoryid=05&menuid=01&groupid=01&partid=00&boardodr=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df33e003cffb4c9e8326e90b4195035c&thumb=Y","2024-03-07","기관","2024-04-01 00:00:00.0","2024-06-28 00:00:00.0","기타","127.069800913955","37.6287989945413","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145529&menuNo=200011"
"교육/체험","노원구","[노원문화원] 2024년 2분기(4~6월) 노원문화의집 문화강좌","2024-04-01~2024-06-28","노원문화의집","노원문화원","성인","강좌별 상이","","","","https://www.nwcc.or.kr/main/main.php?categoryid=05&menuid=01&groupid=01&partid=00&boardodr=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=07fc205b18e24175bb8271041e06a5e1&thumb=Y","2024-03-06","기관","2024-04-01 00:00:00.0","2024-06-28 00:00:00.0","기타","127.057687709213","37.6650864331785","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145525&menuNo=200011"
"교육/체험","송파구","[송파문화원] 2024 제2분기 송파문화원 수강생 모집 안내!","2024-04-01~2024-06-22","송파문화원","송파문화원","관심있는 누구나","강좌별 상이","","","","https://www.spcc.or.kr/spcccontents.asp?cc=0501&sp=247&Page_Current=1&v=&site=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c7e9318adab4c4e9bdb4172922720fa&thumb=Y","2024-03-22","기관","2024-04-01 00:00:00.0","2024-06-22 00:00:00.0","기타","127.075936810272","37.5106823860183","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145775&menuNo=200011"
"교육/체험","관악구","[서울시관악복합평생교육센터] 2024년 4월 프로그램 안내","2024-04-01~2024-06-12","서울시관악복합평생교육센터 ","서울시 관악복합평생교육센터","누구나","","","","","https://seoullifelong.co.kr/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=13462bf362f04460825609329abbd9fe&thumb=Y","2024-03-19","기관","2024-04-01 00:00:00.0","2024-06-12 00:00:00.0","기타","126.958335234959","37.4722178724298","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145718&menuNo=200011"
"축제-문화/예술","강남구","[강남구립논현도서관] 2024년 도서관의 날&세계 책의 날&도서관 주간 기념 행사 [책 펴고 마음 활짝]","2024-04-01~2024-04-30","논현도서관","기타","누구나","","","","","https://library.gangnam.go.kr/nhlib/menu/10213/program/30013/lectureDetail.do?currentPageNo=1&searchCategory=&manageCd=MB&searchStatusCd=&lectureIdx=28273","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=204cb029c7224cff9b2762cec382962d&thumb=Y","2024-04-25","기관","2024-04-01 00:00:00.0","2024-04-30 00:00:00.0","어린이/청소년 문화행사","127.037204204847","37.5172831299803","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146435&menuNo=200010"
"영화","도봉구","[도봉문화원] 도봉시네마 4월","2024-04-01~2024-04-30","도봉구민회관 3층 소공연장","도봉문화원","관내 60세 이상 어르신 및 동반가족","무료","","","","http://www.dobong.or.kr/main/main.php?categoryid=05&menuid=05&groupid=00&board=view&no=148","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b55223f68f824c7794701d76e5559654&thumb=Y","2024-04-08","기관","2024-04-01 00:00:00.0","2024-04-30 00:00:00.0","어르신 문화행사","127.038870491264","37.654199284867","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146064&menuNo=200013"
"영화","중구","[청춘극장] 2024년 4월 영화프로그램","2024-04-01~2024-04-30","청춘극장 문화일보홀","기타","프로그램별 상이","1인 2,000원","","","","https://cafe.naver.com/seoulsilvercinema","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83636d675b6d43b59753afdebf012b96&thumb=Y","2024-03-15","시민","2024-04-01 00:00:00.0","2024-04-30 00:00:00.0","어르신 문화행사","126.968644839862","37.5671292085624","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145653&menuNo=200013"
"기타","마포구","[마포구립서강도서관] 4월 행사 문화프로그램","2024-04-01~2024-04-30","마포구립서강도서관","마포구청","누구나","","","","","https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=8367","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8286142da9f34c889d2e3dd0e6842d3b&thumb=Y","2024-04-01","기관","2024-04-01 00:00:00.0","2024-04-30 00:00:00.0","기타","126.932061794829","37.5477347268018","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145893&menuNo=200013"
"교육/체험","도봉구","[도봉기적의도서관] 2024 도서관의 날 & 도서관주간 행사","2024-04-01~2024-04-29","도봉기적의도서관","동대문문화재단","누구나","","","","","https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=1037&searchkey=NAME&search_gb=&gubun=04&search_gb2=All&gubun2=&searchType=title&searchtxt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c1e25ca675be416f89597bd5174f2e63&thumb=Y","2024-04-03","기관","2024-04-01 00:00:00.0","2024-04-29 00:00:00.0","기타","127.050132749664","37.6808029698392","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145942&menuNo=200011"
"영화","동대문구","[답십리영화미디어아트센터] 답십리시네마 영화 상영시간표 4월","2024-04-01~2024-04-28","답십리영화미디어아트센터","동대문문화재단","영화 별 상이","","","","","http://ddmac.or.kr/sub02/sub04.php?type=view&uid=5936","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=554dd06c642c47d4b48feb285db10afe&thumb=Y","2024-03-27","기관","2024-04-01 00:00:00.0","2024-04-28 00:00:00.0","기타","127.063764029874","37.5717963732602","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145829&menuNo=200013"
"교육/체험","송파구","[송파문화재단] 2024 송파인생학교: 엄마배우 프로젝트","2024-04-01~2024-04-17","송파여성문화회관 문화누리터, 건강 3실","송파문화재단","여성 누구나","전액 무료","","연극으로 나를 찾아가는 엄마배우 프로젝트입니다.","","https://www.songpafac.or.kr/notice_view.do?brd_seq=717&curPage=&searchtype=&keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90f3905ba6b54ed281fb3ea3528b7ef0&thumb=Y","2024-03-29","기관","2024-04-01 00:00:00.0","2024-04-17 00:00:00.0","여성 문화행사","127.109731490219","37.505929427057","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145862&menuNo=200011"
"교육/체험","동대문구","[답십리영화미디어아트센터] 1인 미디어 기초교육(3월) 교육","2024-04-01~2024-04-12","답십리영화미디어아트센터 3층 영상교육실","동대문문화재단","기초 미디어 제작에 관심이 많거나 장비, 프로그램을 알고 싶은 누구나","10,000원","","","","http://ddmac.or.kr/sub02/sub04.php?type=view&uid=5923","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5509d26cd4fa4d8ea149e807fdaaee68&thumb=Y","2024-03-19","기관","2024-04-01 00:00:00.0","2024-04-12 00:00:00.0","기타","127.063764029874","37.5717963732602","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145720&menuNo=200011"
"전시/미술","성동구","[성동문화재단] 만남","2024-04-01~2024-04-06","왕십리 소월전시실","성동문화재단","누구나","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1015&page=1&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6f6af84519d84fd9883eb8631245a9a6&thumb=Y","2024-04-04","기관","2024-04-01 00:00:00.0","2024-04-06 00:00:00.0","기타","127.036006376334","37.5593072327953","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145983&menuNo=200009"
"교육/체험","구로구","[구로구립 궁동어린이도서관] 2024년 도서관 주간 프로그램","2024-04-01~2024-03-29","구로구립 궁동어린이도서관 1~3층","구로구청","누구나","","","도서관주간을 맞이하여 진행하는 다양한 문화 프로그램에 참여해보세요~","","https://lib.guro.go.kr/#/libprg/culture-lecture/detail/3656","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=167b8882f69c4b98afa5889adaf93537&thumb=Y","2024-03-03","기관","2024-04-01 00:00:00.0","2024-03-29 00:00:00.0","어린이/청소년 문화행사","126.829261480683","37.5022113574885","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145452&menuNo=200011"
"교육/체험","노원구","[서울시립과학관] [과학북토크] 2024 달작한 사이언스 5기 멤버십","2024-03-31~2024-12-31","서울시립과학관 1층 사이언스홀","서울시립과학관","과학에 관심있는 중학생 이상 누구나(선착순 70명)","","","","","https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=739","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7a64dc5c00e047baa59e6f28f17831ac&thumb=Y","2024-04-08","기관","2024-03-31 00:00:00.0","2024-12-31 00:00:00.0","기타","127.07743706477","37.6419941138165","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146088&menuNo=200011"
"교육/체험","동대문구","[이문어린이도서관] 2024년 가족 텃밭 안내","2024-03-31~2024-10-27","이문어린이도서관 마당","동대문문화재단","초등학생 자녀가 있는 가족 7팀","","","","","http://ddmac.or.kr/sub02/sub04.php?type=view&uid=5489","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7cd1dbfe655c4e7fb446161c499bd640&thumb=Y","2024-01-31","기관","2024-03-31 00:00:00.0","2024-10-27 00:00:00.0","가족 문화행사","127.053843621108","37.5988944435051","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145046&menuNo=200011"
"교육/체험","노원구","[서울시립과학관] 과학 북토크: 2024 달작한 사이언스","2024-03-31~2024-10-27","서울시립과학관 1층 사이언스홀","서울시립과학관","과학과 책을 좋아하는 누구나","무료","","","","https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=722","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cc711c6244a4b7293bf7ff9b9d18ac1&thumb=Y","2024-02-06","기관","2024-03-31 00:00:00.0","2024-10-27 00:00:00.0","어린이/청소년 문화행사","127.07743706477","37.6419941138165","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145129&menuNo=200011"
"국악","종로구","[서울돈화문국악당] 2024 산조대전 최여영,이지예,김충환,여채현","2024-03-31~2024-03-31","서울돈화문국악당 공연장","서울돈화문국악당","전체관람가","전석 20,000원","","","","https://sdtt.or.kr/user/program/2024/3/1488","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8ea9c75f30074cd0a5166d3035049825&thumb=Y","2024-02-20","기관","2024-03-31 00:00:00.0","2024-03-31 00:00:00.0","기타","126.9907306641","37.5772502822","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145306&menuNo=200008"
"교육/체험","종로구","일반 시민을 위한 뮤지컬 체험 워크숍","2024-03-31~2024-03-31","대학로 서울연극센터 2층 다목적실 [서울특별시 종로구 대명길 3]","기타","성인 누구나","","","","","http://www.musicalcreationlab.com/240331","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=909a1a75fbae40edb0635bb7b7c9958d&thumb=Y","2024-02-26","시민","2024-03-31 00:00:00.0","2024-03-31 00:00:00.0","기타","127.001322132303","37.583389560237","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145400&menuNo=200011"
"교육/체험","구로구","[서울아트책보고] 데코파쥬로 에코백 꾸미기","2024-03-31~2024-03-31","서울아트책보고 해보고 워크숍룸","서울아트책보고","성인 및 청소년","재료비 5,000원","","","","https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=16441&searchCultureTypeCd=ALL&searchOperStatusCd=ALL","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa458c28d7764895a47e4413caab9ef1&thumb=Y","2024-03-21","기관","2024-03-31 00:00:00.0","2024-03-31 00:00:00.0","기타","126.867088741096","37.4982125677913","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145745&menuNo=200011"
