"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","경도(X좌표)","위도(Y좌표)","유무료","문화포털상세URL"
"축제-문화/예술","중구","[서울시청] 서울광장 스케이트장","2024-12-20~2025-02-09","서울광장 스케이트장","서울시청","누구나","1시간 이용료 1,000원","","","","https://www.seoulskate.kr/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=397f0b6a22024495bba5b039e34f2853&thumb=Y","2024-11-24","기관","2024-12-20 00:00:00.0","2025-02-09 00:00:00.0","가족 문화행사","126.97769782752","37.5653338689441","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151249&menuNo=200010"
"축제-기타","영등포구","[미래한강본부] 2024 한강페스티벌-겨울 [Hangang River Festival-Winter]","2024-12-20~2024-12-25","한강공원 일대","한강사업본부","누구나","무료(일부 프로그램 유료)","","","","https://festival.seoul.go.kr/hangang/introduce","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d6501fe18a6b465b9401fbe3a40f8174&thumb=Y","2024-12-02","기관","2024-12-20 00:00:00.0","2024-12-25 00:00:00.0","기타","126.933595431713","37.5263474738219","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151412&menuNo=200010"
"교육/체험","성북구","[성북여성문화센터] 특강 - 12월 원데이클래스 [크리스마스 키리쉬 케이크 만들기]","2024-12-20~2024-12-24","성북여성문화센터 2층 요리교실","성북문화재단","누구나","수강료 5,000원｜재료비 25,000원","","","","https://www.sbculture.or.kr/culture/bbs/BMSR00005/view.do?boardId=26483&menuNo=500144","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb139e89eaae4625b6afdbf071141611&thumb=Y","2024-11-22","기관","2024-12-20 00:00:00.0","2024-12-24 00:00:00.0","기타","127.00866241383997","37.595617068594116","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151231&menuNo=200011"
"무용","강북구","[강북문화재단] 동화발레 [눈의 여왕]","2024-12-20~2024-12-21","강북문화예술회관 강북소나무홀","강북문화재단","누구나","전석 30,000원","","‘겨울’하면 ‘눈의 여왕’! 안데르센 동화 원작이 발레 무대로! 온 가족이 함께 즐길 수 있는 환상과 모험의 무대!","","https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=273","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c9874b026e3145e783a10b31c2d2a1b9&thumb=Y","2024-11-08","기관","2024-12-20 00:00:00.0","2024-12-21 00:00:00.0","기타","127.013878144422","37.6409897866256","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150856&menuNo=200008"
"교육/체험","송파구","[서울책보고] 인문밴드 레이와 함께하는 [문학 속 폭력을 재즈로 위로하다]","2024-12-20~2024-12-20","서울책보고","서울책보고","누구나","","","","","https://www.seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&Year=2024&Month=12&act=View&D_IDX=4923&ViewType=List","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa77bef768624e48a8b06cf6fc64018b&thumb=Y","2024-11-22","기관","2024-12-20 00:00:00.0","2024-12-20 00:00:00.0","기타","127.1038467712633","37.52202784263066","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151221&menuNo=200011"
"교육/체험","성북구","[서울연극창작센터] 개관 전 특별 프로그램 2024 PLAY-UP 아카데미 [시선 끝의 연극] 5회차","2024-12-20~2024-12-20","서울연극창작센터 1층 블랙박스 (서울시 성북구 성북로 8)","서울문화재단","강의에 관심 있는 연극 분야 종사자 (※공연 이력 기입 필수","","","","","https://www.sfac.or.kr/artspace/artspace/theater_notice.do?cbIdx=1046&bcIdx=136072&type=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4905f898533d4f40bcb3928b3aeb62b5&thumb=Y","2024-11-27","기관","2024-12-20 00:00:00.0","2024-12-20 00:00:00.0","기타","127.006040752071","37.5892179362926","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151339&menuNo=200011"
"기타","종로구","[세종문화회관] 하피스트 곽정의 Sharing Love 13","2024-12-20~2024-12-20","세종체임버홀","세종문화회관","7세 이상 (2017년 이전 출생자)","R석 70,000원｜S석 50,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35782&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=474e55a730dd4c76968311d8339ed96b&thumb=Y","2024-11-14","기관","2024-12-20 00:00:00.0","2024-12-20 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151000&menuNo=200013"
"전시/미술","중구","[서울시립미술관] 김성환 개인전 《Ua a‘o ‘ia ‘o ia e ia 우아 아오 이아 오 이아 에 이아》","2024-12-19~2025-03-30","서울시립미술관 서소문본관 2-3층 전시실","서울시립미술관","누구나","","","","","https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1352075","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a0e0ab91d68441c08e531d18bc4b20b4&thumb=Y","2024-11-24","기관","2024-12-19 00:00:00.0","2025-03-30 00:00:00.0","기타","126.973699316136","37.5641060692766","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151256&menuNo=200009"
"축제-문화/예술","중구","서울라이트 DDP 2024 겨울","2024-12-19~2024-12-31","DDP 전면 *어울림광장 및 디자인거리 관람가능","동대문디자인플라자","전체 관람가","","","","","https://ddp.or.kr/index.html?menuno=241&siteno=2&bbsno=657&boardno=16&bbstopno=657&act=view&subno=0","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0236b679165444c380ccfebf68e52a39&thumb=Y","2024-11-19","기관","2024-12-19 00:00:00.0","2024-12-31 00:00:00.0","기타","127.0096257245","37.5668131264","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151105&menuNo=200010"
"무용","종로구","[세종문화회관] 유니버설발레단 [호두까기인형]","2024-12-19~2024-12-30","세종대극장","세종문화회관","4세 이상","20,000원~130,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=34911&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6fc78eaead4c4fe1bd19506f24300032&thumb=Y","2024-10-29","기관","2024-12-19 00:00:00.0","2024-12-30 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150577&menuNo=200008"
"뮤지컬/오페라","마포구","[마포문화재단] 2024 M 송년 가족뮤지컬 [산타우체국]","2024-12-19~2024-12-28","마포아트센터 플레이맥","마포문화재단","20개월 이상","전석 35,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_code=BOARD_1207683401&sc_b_category=17&sc_month=2024-12-01&pk_seq=2430&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ab2b76b6e4c74a41bbd3d6ac06992709&thumb=Y","2024-10-31","기관","2024-12-19 00:00:00.0","2024-12-28 00:00:00.0","기타","126.945533810385","37.5499060881738","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150615&menuNo=200008"
"무용","중구","[국립무용단] 향연","2024-12-19~2024-12-25","국립극장 해오름","국립극장","초등학생 이상 관람가","VIP석 7만원, R석 5만원, S석 3만원, A석 2만원","","","","https://me2.do/xVBZOCcX","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c818b9528620400ea05da1bcff678bf4&thumb=Y","2024-11-21","기관","2024-12-19 00:00:00.0","2024-12-25 00:00:00.0","기타","126.999267349473","37.5519949082942","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151169&menuNo=200008"
"전시/미술","강남구","K-핸드메이드페어 2024","2024-12-19~2024-12-22","서울 삼성동 코엑스 3층 C홀","기타","누구나","사전 예매가: 8,000원, 현장 구매가: 10,000원","","","","https://k-handmade.com/new/html/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61d7a4a23221486d9d3816e3bf7f1960&thumb=Y","2024-11-22","기관","2024-12-19 00:00:00.0","2024-12-22 00:00:00.0","기타","127.059159043842","37.5118239121138","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151241&menuNo=200009"
"클래식","송파구","[서울시립교향악단] 2024 서울시향 얍 판 츠베덴의 환희의 송가 ①, ②","2024-12-19~2024-12-20","롯데콘서트홀","서울시립교향악단","초등학생 이상 관람가","R 150,000원 S 120,000원 A 80,000원 B 40,000원 C 10,000원","","","","https://www.seoulphil.or.kr/perf/view?perfNo=5879&calendarDate=2024/12/01&langCd=ko&menuFlag=MFLG0001","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=19cc7ab45491418eb00c9d3739ed7389&thumb=Y","2024-11-11","기관","2024-12-19 00:00:00.0","2024-12-20 00:00:00.0","기타","127.104446890835","37.5137519612953","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150900&menuNo=200008"
"교육/체험","동대문구","[제기동감초마을현진건기념도서관] 체인지어스의 '찾아가는 종이팩 재활용 환경교육'","2024-12-19~2024-12-19","제기동감초마을현진건기념도서관 5층 프로그램실","동대문문화재단","초등학생 15명","","","","","http://ddmac.or.kr/sub02/sub04.php?type=view&uid=7158","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e080adc2d6c047db9fb3b3b06e3be8bc&thumb=Y","2024-11-27","기관","2024-12-19 00:00:00.0","2024-12-19 00:00:00.0","기타","127.035120181597","37.5850973113942","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151331&menuNo=200011"
"클래식","서초구","2024 라율 영재&영아티스트 독주회 Special 시리즈 [이정현 첼로 독주회] 배리어프리 공연","2024-12-19~2024-12-19","서울 서초구 반포대로 20 정주빌딩 2층 라율아트홀","기타","미취학 아동 이상 누구나","전석 10,000원","","","","https://rayularthall.modoo.at/?link=2oo84fwq&messageNo=293&mode=view&query=&queryType=0&myList=0&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9d57cf20ef9d49d88056f3c58c5027bf&thumb=Y","2024-11-19","시민","2024-12-19 00:00:00.0","2024-12-19 00:00:00.0","기타","127.012614908746","37.4824452369632","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151110&menuNo=200008"
"클래식","강북구","[세종문화회관] 김지연 피아노 독주회","2024-12-19~2024-12-19","꿈의숲콘서트홀","세종문화회관","7세 이상 관람 가능","전석 10,000원","","","","https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=35816&menuNo=1200007&sdate=2024-12-02&searchWrd=&searchSort=1&searchCnd=1&edate=2025-01-02&searchPackage=&searchPlaceCdStr=P%2C9006%2C9014%2C5001&pageIndex=1#none","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac0824d5047f4188a27123838c214406&thumb=Y","2024-12-02","기관","2024-12-19 00:00:00.0","2024-12-19 00:00:00.0","기타","127.044324732036","37.6202544613023","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151436&menuNo=200008"
"전시/미술","영등포구","[영등포문화재단] 장밋빛 미래: 모호한 경계","2024-12-19~2024-01-02"," 영등포아트스퀘어","영등포문화재단","전체 관람가","","","","","https://www.ydpcf.or.kr/artexhibit/view.do?id=450","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc4050625a1345c18f79ce85e9c34571&thumb=Y","2024-11-27","기관","2024-12-19 00:00:00.0","2024-01-02 00:00:00.0","기타","126.903715993779","37.5172332566615","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151329&menuNo=200009"
"뮤지컬/오페라","금천구","[금천문화재단] 너나나시리즈 [나를 닮은 여름에게]","2024-12-18~2024-12-20","금나래아트홀","금천문화재단","초등학생 이상","전석 20,000원","","","","https://m.site.naver.com/1wAB9","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=50b888046486411eb8709d90be2f71fb&thumb=Y","2024-11-09","기관","2024-12-18 00:00:00.0","2024-12-20 00:00:00.0","기타","126.89597253576768","37.45657850809659","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150884&menuNo=200008"
"무용","종로구","[세종문화회관] 12월 누구나 클래식 [유니버설발레단 - 호두까기인형]","2024-12-18~2024-12-18","세종대극장","세종문화회관","4세 이상 (2020년 12월 31일 이전 출생자)","전석 행복동행석","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35386&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0de31713808f4da69daeea04353cb462&thumb=Y","2024-11-28","기관","2024-12-18 00:00:00.0","2024-12-18 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151360&menuNo=200008"
"클래식","종로구","[세종문화회관] 12월 [누구나 클래식] 신청 안내(다자녀 가족)","2024-12-18~2024-12-18","세종문화회관 대극장","서울시청","4세 이상 관람 가능","","","","","https://news.seoul.go.kr/culture/archives/526111?listPage=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=538a85bd312b4c739842b8b34d9d3ce9&thumb=Y","2024-11-11","기관","2024-12-18 00:00:00.0","2024-12-18 00:00:00.0","기타","126.9760053","37.5726241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150916&menuNo=200008"
"기타","동대문구","[답십리영화미디어아트센터] 원데이 무비 클래스 - 영화기행: 홍콩 영화로 보는 홍콩의 역사","2024-12-18~2024-12-18","답십리영화미디어아트센터","동대문문화재단","누구나","","","","","https://www.dsnfilmart.or.kr/edu/program.php?type=view&programID=1158","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=978c4f8a38d946b394e3c1dde4a52a58&thumb=Y","2024-11-29","기관","2024-12-18 00:00:00.0","2024-12-18 00:00:00.0","기타","127.063764029874","37.5717963732602","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151383&menuNo=200013"
"교육/체험","동대문구","[용두어린이영어도서관] 이화여자외국어고등학교와 함께하는 북리더 영어스토리텔링 - 12월 18일","2024-12-18~2024-12-18","3, 4층 유아/아동열람실","기타","단체 및 어린이 이용자('12~18년생)","","","","","https://www.l4d.or.kr/jghl/menu/11758/program/30048/lecturePbDetail.do?currentPageNo=1&searchCondition=title&manageCd=MC&statusCd=&lecturePbIdx=10527&searchCategoryCd=44","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=904fc9bdb9ed46a899e512f2ad51e630&thumb=Y","2024-12-02","기관","2024-12-18 00:00:00.0","2024-12-18 00:00:00.0","기타","127.0303278555","37.5761044697075","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151430&menuNo=200011"
"클래식","종로구","[세종문화회관] 마인츠의 유쾌한 음악가들","2024-12-18~2024-12-18","세종체임버홀","세종문화회관","7세 이상 (2017년 이전 출생자)","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35814&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2747dedaed5e455588aafb8021b26e25&thumb=Y","2024-11-26","기관","2024-12-18 00:00:00.0","2024-12-18 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151287&menuNo=200008"
"콘서트","마포구","[마포문화재단] 2024 마포문화재단 송년음악회 [라포엠 크리스마스 콘서트]","2024-12-18~2024-12-18","마포아트센터 아트홀맥","마포문화재단","8세 이상 관람 가능(미취학아동 입장불가)","OP석 110,000원 R석 90,000원 S석 80,000원 행운의보컬패키지석 77,777원 A석 50,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2439&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2eeb0540385d4725848627255b7e7118&thumb=Y","2024-12-02","기관","2024-12-18 00:00:00.0","2024-12-18 00:00:00.0","기타","126.945533810385","37.5499060881738","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151415&menuNo=200008"
